SD;MO;SC;SF;FC;Longname(german);Longname(english)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SecA;ISO14230 (KWP2000): Application of SecurityAccess ($27);ISO14230 (KWP2000): Application of SecurityAccess ($27)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SecA_Appl;ISO14230 (KWP2000): Application of SecurityAccess with calibratable PIN;ISO14230 (KWP2000): Application of SecurityAccess with calibratable PIN
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SecA_Sia;ISO14230 (KWP2000): Application of SecurityAccess for Immobilizer Communication;ISO14230 (KWP2000): Application of SecurityAccess for Immobilizer Communication
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_ShTrp;ISO14230 (KWP2000): Application of Short Trips;ISO14230 (KWP2000): Application of Short Trips
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_ShTrp_Auto;ISO14230 (KWP2000): Application of Short Trips Automation;ISO14230 (KWP2000): Application of Short Trips Automation
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_ShTrp_Cord;ISO14230 (KWP2000): Application of Short Trips Coordination;ISO14230 (KWP2000): Application of Short Trips Coordination
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_Sia;ISO14230 (KWP2000): (KWP2000): Anwendung fuer die Wegfahrsperre und den Manipulationsschutz;ISO14230 (KWP2000): Application of Security and Immobiliser Authority
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_Sia_ExtId;ISO14230 (KWP2000): Application of ReadDataByLocalID - Extended Identification;ISO14230 (KWP2000): Application of ReadDataByLocalID - Extended Identification
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SpCo;ISO14230 (KWP2000): Application of StopCommunication ($82);ISO14230 (KWP2000): Application of StopCommunication ($82)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;i14230APPL_SPDS;ISO14230 (KWP2000): Application of StopDiagnosticSession ($20);ISO14230 (KWP2000): Application of StopDiagnosticSession ($20)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SPRBLI;ISO14230 (KWP2000): Application of StopRoutineByLocalIdentifier ($32);ISO14230 (KWP2000): Application of StopRoutineByLocalIdentifier ($32)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_SrvCpt;ISO14230 (KWP2000): Application of Diagnostic service concept;ISO14230 (KWP2000): Application of Diagnostic service concept
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StCo;ISO14230 (KWP2000): Application of StartCommunication ($81);ISO14230 (KWP2000): Application of StartCommunication ($81)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_Std;Diagnosekommunikationsservices für ISO 14230: Applikation Standard;Diagnostic Communication Services for ISO 14230: Application Standard
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StDS;ISO14230 (KWP2000): Application of StartDiagnosticSession ($10);ISO14230 (KWP2000): Application of StartDiagnosticSession ($10)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI;ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier ($31);ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier ($31)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_Adap;ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier Adaption;ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier Adaption
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_Adap_Sia;ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier Adaption Immo;ISO14230 (KWP2000): Application of StartRoutineByLocalIdentifier Adaption Immo
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_EKP;ISO14230 (KWP2000): Application of StartRoutineByLocalId Kraftstofferstbefüllung;ISO14230 (KWP2000):Application of StartRoutineByLocalId first fuel filling
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRbLi_FuncDem;ISO14230 (KWP2000): Application of StartRoutineByLocalId Demanded Functions;ISO14230 (KWP2000): Application of StartRoutineByLocalId Demanded Functions
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_GetCmprTst;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Get Compression Test;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Get Compression Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_NVCor;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Nominal Voltage Correction;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Nominal Voltage Correction
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_RstAutoLrn;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Reset Auto Learning;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Reset Auto Learning
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_VblSwrlVlv;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Variable Swirl Valve;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Variable Swirl Valve
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_StRBLI_ZFC;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Zero Fuel Calibration;ISO14230 (KWP2000): Application for Start Routine By Local Identifier - Zero Fuel Calibration
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_TP;ISO14230 (KWP2000): Application of TesterPresent ($3E);ISO14230 (KWP2000): Application of TesterPresent ($3E)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_TPR;ISO14230 (KWP2000): Application of TesterPresent ($3E);ISO14230 (KWP2000): Application of TesterPresent ($3E)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_Traceability;ISO14230 (KWP2000): Applikation für das Lesen der traceability information des Steuergerätes;ISO14230 (KWP2000): Application for reading ECU traceability information
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_Tst_Sia;ISO14230 (KWP2000): Application of Immobilizer Test;ISO14230 (KWP2000): Application of Immobilizer Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_WDBCI;ISO14230 (KWP2000): Application of WriteDataByCommonIdentifier ($3E);ISO14230 (KWP2000): Application of WriteDataByCommonIdentifier ($3E)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_WDBI;ISO14230 (KWP2000): ISO14230 WriteDataByIdentifier;ISO14230 (KWP2000): ISO14230 WriteDataByIdentifier
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_WDLI;ISO14230 (KWP2000): Application of WriteDataByLocalIdentifier ($3B);ISO14230 (KWP2000): Application of WriteDataByLocalIdentifier ($3B)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230Appl_WMBA;ISO14230 (KWP2000): Application of WriteMemoryByAddress ($3D);ISO14230 (KWP2000): Application of WriteMemoryByAddress ($3D)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_A1;Kundenspezifischer Service 0xA1;Customer specific service 0xA1
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_ADAP;ISO14230 (KWP2000): ReadDataByLocalIdentifier(21) RLI27;ISO14230 (KWP2000): ReadDataByLocalIdentifier(21) RLI27
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_AdvSeca;ISO14230 (KWP2000): SecurityAccess ($27);ISO14230 (KWP2000): SecurityAccess ($27)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_Appl;ISO14230 (KWP2000): Service Applikation;ISO14230 (KWP2000): Service Application
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_ATP;ISO14230 (KWP2000): AccessTimingParameters ($83);ISO14230 (KWP2000): AccessTimingParameters ($83)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_B2;Kundenspezifischer Service 0xB2;Customer specific service 0xB2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_BckDoorFunc;ISO14230 (KWP2000): Back Door Function;ISO14230 (KWP2000): Back Door Function
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_CDI;ISO14230 (KWP2000): ClearDiagnosticInformation ($14);ISO14230 (KWP2000): ClearDiagnosticInformation ($14)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_CDOD;ISO14230 (KWP2000): Kontinuerliches Auslesen von Daten Definition (0xA1);ISO14230 (KWP2000): Continous Data Output Define (0xA1)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_CDOE;ISO14230 (KWP2000): Kontinuerliches Auslesen von Daten Ausführung (0xA2);ISO14230 (KWP2000): Continous Data Output Execute (0xA2)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_CDOT;ISO14230 (KWP2000): Kontinuerliches Auslesen von Daten Definition (0xA3);ISO14230 (KWP2000): Continous Data Output Terminate (0xA3)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_Conf;ISO14230 (KWP2000): Konfiguration;ISO14230 (KWP2000): General Configuration
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_DDLI;ISO14230 (KWP2000): DynamicallyDefineLocalIdentifier ($2C);ISO14230 (KWP2000): DynamicallyDefineLocalIdentifier ($2C)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_DOF;ISO14230 (KWP2000): Datenausgabe service (0xA9);ISO14230 (KWP2000): Data output function (0xA9)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_EsCo;ISO14230 (KWP2000): Escape Code ($80);ISO14230 (KWP2000): Escape Code ($80)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_FAS;ISO14230 (KWP2000): Substitution von Funktionen (0xA0);ISO14230 (KWP2000): Function Address Subtitution (0xA0)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_IOLI;ISO14230 (KWP2000): InputOutputControlByLocalIdentifier ($30);ISO14230 (KWP2000): InputOutputControlByLocalIdentifier ($30)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RD;ISO14230 (KWP2000): Request Download service (SID 0x34);ISO14230 (KWP2000): Request Download service (SID 0x34)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RDCI;ISO14230 (KWP2000): ReadDataByCommonIdentifier (Hex22);ISO14230 (KWP2000): ReadDataByCommonIdentifier (Hex22)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RDLI;ISO14230 (KWP2000): ReadDataByLocalIdentifier ($21);ISO14230 (KWP2000): ReadDataByLocalIdentifier ($21)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RDTC;ISO14230 (KWP2000): Read Diagnostic Trouble Codes;ISO14230 (KWP2000): Read Diagnostic Trouble Codes
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RDTCBS;ISO14230 (KWP2000): ReadDiagnosticTroubleCodesByStatus ($18);ISO14230 (KWP2000): ReadDiagnosticTroubleCodesByStatus ($18)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_REId;ISO14230 (KWP2000): ReadECUIdentification ($1A);ISO14230 (KWP2000): ReadECUIdentification ($1A)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_Reset;ISO14230 (KWP2000): ECUReset ($11);ISO14230 (KWP2000): ECUReset ($11)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RFFD;ISO14230 (KWP2000): ReadFreezeFrameData ($12);ISO14230 (KWP2000): ReadFreezeFrameData ($12)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RMBA;ISO14230 (KWP2000): ReadMemoryByAddress ($23);ISO14230 (KWP2000): ReadMemoryByAddress ($23)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RoDO;Auslesen von Rom Daten;Rom Data Output
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RRBLI;ISO14230 (KWP2000): RequestRoutineResultByLocalIdentifier ($33);ISO14230 (KWP2000): RequestRoutineResultByLocalIdentifier ($33)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RRMV;ISO14230 (KWP2000): ReadRatedMonitoringValues (0xAA);ISO14230 (KWP2000): ReadRatedMonitoringValues (0xAA)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RSODTC;ISO14230 (KWP2000): ReadStatusOfDiagnosticTroubleCodes ($17);ISO14230 (KWP2000): ReadStatusOfDiagnosticTroubleCodes ($17)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_RTE;ISO14230 (KWP2000): Request Transfer Exit;ISO14230 (KWP2000): Request Transfer Exit
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_SBBDO;ISO14230 (KWP2000): Auslesen von unterstüzten Bit or Byte Informationen in einem Service (0xA8);ISO14230 (KWP2000): Supported BitByte Data Output (0xA8)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_SecA;ISO14230 (KWP2000): SecurityAccess ($27);ISO14230 (KWP2000): SecurityAccess ($27)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_SpCo;ISO14230 (KWP2000): StopCommunication ($82);ISO14230 (KWP2000): StopCommunication ($82)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_SpDS;ISO14230 (KWP2000): StopDiagnosticSession ($20);ISO14230 (KWP2000): StopDiagnosticSession ($20)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_SPRBLI;ISO14230 (KWP2000): StopRoutineByLocalIdentifier ($32);ISO14230 (KWP2000): StopRoutineByLocalIdentifier ($32)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_StCo;ISO14230 (KWP2000): StartCommunication ($81);ISO14230 (KWP2000): StartCommunication ($81)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_StDS;ISO14230 (KWP2000): StartDiagnosticSession ($10);ISO14230 (KWP2000): StartDiagnosticSession ($10)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_STRBLI;ISO14230 (KWP2000): StartRoutineByLocalIdentifier ($31);ISO14230 (KWP2000): StartRoutineByLocalIdentifier ($31)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_StRBLIAppl_Tst_Sia;ISO14230 (KWP2000): Unterroutinen für Wegfahrsperren-assoziierte LocalIdentifier im Service STRBLI;ISO14230 (KWP2000): Subroutines of Immo related LIDs for the Service STRBLI
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_StRBLI_BasSettings;ISO14230 (KWP2000): Basiseinstellung für StartRoutineByLocalIdentifier;ISO14230 (KWP2000): Base Settings for StartRoutineByLocalIdentifier
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_TD;ISO14230 (KWP2000): TransferData ($36);ISO14230 (KWP2000): TransferData ($36)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_TPr;ISO14230 (KWP2000): TesterPresent ($3E);ISO14230 (KWP2000): TesterPresent ($3E)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_WDBI;ISO14230 (KWP2000): WriteDataByIdentifier ($3B);ISO14230 (KWP2000): WriteDataByIdentifier ($3B)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;I14230_WMBA;ISO14230 (KWP2000): WriteMemoryByAddress ($3D);ISO14230 (KWP2000): WriteMemoryByAddress ($3D)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_AdrClaim;J1939 Address Claim Frames;J1939 Address Claim Frames
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_AHI1;SAEJ1939 SRV: Aftertreatment Historical Information 1 (PGN 64920);SAEJ1939 SRV: Aftertreatment Historical Information 1 (PGN 64920)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_ATI1;SAEJ1939 SRV: Aftertreatment Trip Information 1 (PGN 64889);SAEJ1939 SRV: Aftertreatment Trip Information 1 (PGN 64889)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_CI;SAEJ1939 SRV: Component Identification (PGN 65259);SAEJ1939 SRV: Component Identification (PGN 65259)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_CLRSELDTC;SAEJ1939 SRV: Clear Selective DTC (PGN 65345);SAEJ1939 SRV: Clear Selective DTC (PGN 65345)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM10;SAEJ1939 SRV: Non-Continuously Monitored Systems Test Identifiers Support (PGN 65234 );SAEJ1939 SRV: Non-Continuously Monitored Systems Test Identifiers Support (PGN 65234 )
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM11;SAEJ1939 SRV: Diagnostic Data Clear or Reset For Active DTCs  (PGN 65235);SAEJ1939 SRV: Diagnostic Data Clear or Reset For Active DTCs  (PGN 65235)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM12;SAEJ1939 SRV: Emissions-Related Active Diagnostic Trouble Codes   (PGN 65236);SAEJ1939 SRV: Emissions-Related Active Diagnostic Trouble Codes   (PGN 65236)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM19;SAEJ1939 SRV:  Calibration Information (PGN 54016);SAEJ1939 SRV:  Calibration Information (PGN 54016)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM2;SAEJ1939 SRV: Previously Active Diagnostic Trouble Codes (PGN 65227);SAEJ1939 SRV: Previously Active Diagnostic Trouble Codes (PGN 65227)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM20;SAEJ1939 SRV: Monitor Performance Ratio (PGN 49664);SAEJ1939 SRV: Monitor Performance Ratio (PGN 49664)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM21;SAEJ1939 SRV: Diagnostic Readiness 2 (PGN 49408);SAEJ1939 SRV: Diagnostic Readiness 2 (PGN 49408)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM23;SAEJ1939 SRV: Previously Active Emission Related DTC (64949);SAEJ1939 SRV: Previously Active Emission Related DTC (64949)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM24;DM24 Implementation für die J1939Srv services;DM24 implementation for J1939Srv services
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM25;DM25 Implementation für die J1939Srv services;DM25 implementation for J1939Srv services
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM26;SAEJ1939 SRV: Diagnostic Readiness 3 (PGN 64952);SAEJ1939 SRV: Diagnostic Readiness 3 (PGN 64952)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM27;SAEJ1939 SRV: All Pending DTCs (PGN 64898);SAEJ1939 SRV: All Pending DTCs (PGN 64898)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM28;SAEJ1939 SRV: Permanent DTCs (PGN 64896);SAEJ1939 SRV: Permanent DTCs (PGN 64896)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM29;SAEJ1939 SRV:  DTC Counts (PGN 40448);SAEJ1939 SRV:  DTC Counts (PGN 40448)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM3;SAEJ1939 SRV: Request to Clear all DTC (PGN 65228);SAEJ1939 SRV: Request to Clear all DTC (PGN 65228)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM32;Abgasstufe Überschreitung Diagnostic Trouble Codes;Exhaust emission level exceedance Diagnostic Trouble Codes
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM34;SAEJ1939 SRV: NTE Status (PGN 40960);SAEJ1939 SRV: NTE Status (PGN 40960)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM4;SAEJ1939 SRV: Freeze Frame Parameters  (PGN 65229);SAEJ1939 SRV: Freeze Frame Parameters  (PGN 65229)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM5;SAEJ1939 SRV: Diagnostic Readiness 1  (PGN 65230);SAEJ1939 SRV: Diagnostic Readiness 1  (PGN 65230)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM6;SAEJ1939 SRV: Pending DTCs  (PGN 65231);SAEJ1939 SRV: Pending DTCs  (PGN 65231)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DM7;SAEJ1939 SRV: Command Non-continuously Monitored Test  (PGN 65232);SAEJ1939 SRV: Command Non-continuously Monitored Test  (PGN 65232)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_DwnldData;SAEJ1939 SRV: Transparent Parameter Data Download Request Messages (PGN 65502);SAEJ1939 SRV: Transparent Parameter Data Download Request Messages (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_EraseFlash;SAEJ1939 SRV: Flash Memory Erasure Message (PGN 65502);SAEJ1939 SRV: Flash Memory Erasure Message (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_GetTestRslt;SAEJ1939 SRV: Reading the non-continuous test results (PGN 65428);SAEJ1939 SRV: Reading the non-continuous test results (PGN 65428)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_LTFI;SAEJ1939 SRV: Liquid Trip Fuel information (PGN 65209);SAEJ1939 SRV: Liquid Trip Fuel information (PGN 65209)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_ModIdReq;SAEJ1939 SRV: Module Identity Request Messages (PGN 65502);SAEJ1939 SRV: Module Identity Request Messages (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PPAppl;SAEJ1939 SRV: Programmable Parameters Application;SAEJ1939 SRV: Programmable Parameters Application
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PPModReq;SAEJ1939 SRV: Start or End Programmable Parameters Programming Mode Service (PGN 65501);SAEJ1939 SRV: Start or End Programmable Parameters Programming Mode Service (PGN 65501)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PPRd;SAEJ1939 SRV: Read Programmable Parameters (PGN 65501);SAEJ1939 SRV: Read Programmable Parameters (PGN 65501)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PPWr;SAEJ1939 SRV: Write Programmable Parameters (PGN 65501);SAEJ1939 SRV: Write Programmable Parameters (PGN 65501)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PrgData;SAEJ1939 SRV: Transparent Parameters Data Programming Messages (PGN 65502);SAEJ1939 SRV: Transparent Parameters Data Programming Messages (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PrgLogData;SAEJ1939 SRV: Transparent Parameters Internationals Logistics Data Programming Messages (PGN 65502);SAEJ1939 SRV: Transparent Parameters Internationals Logistics Data Programming Messages (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_PrgModReq;SAEJ1939 SRV: Request to enter or end CAN TP Prog Mode  (PGN 65502);SAEJ1939 SRV: Request to enter or end CAN TP Prog Mode  (PGN 65502)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_SCR1;SAEJ1939 SRV: Aftertreatment 1 SCR Service Information (PGN 64878);SAEJ1939 SRV: Aftertreatment 1 SCR Service Information (PGN 64878)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_SwID;SAEJ1939 SRV: Software Identification (PGN 65242);SAEJ1939 SRV: Software Identification (PGN 65242)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_TFI;SAEJ1939 SRV: Trip Fan Information (PGN 65211);SAEJ1939 SRV: Trip Fan Information (PGN 65211)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_TTI2;SAEJ1939 SRV: Trip Time information 2 (PGN 65200);SAEJ1939 SRV: Trip Time information 2 (PGN 65200)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_Util;SAEJ1939 SRV: Service Utilities;SAEJ1939 SRV: Service Utilities
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;J1939Srv_VIN;SAEJ1939 SRV: Vehicle Identification Number(PGN 65260);SAEJ1939 SRV: Vehicle Identification Number(PGN 65260)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;MANUDLC;Zugriff auf die Delete Counter des Kunden;Access to manufacturer's Delete Counters
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;MANUFRZFR;Freeze frame Tabelle für Autohersteller;Manufacturer freeze frame
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;MANUZAPV;Abspeicherung der Z.APV in das EEPROM;Management of the Z.APV into the EEP
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;MED2BasSvr;Schnittstellenadapter MED zu Basic Services;Interface adapter MED to Basic Services
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;ODXAppl;Beinhaltet alle Kundenspezifischen ODX Komponenten;Contains all customer specific ODX components
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;ODXCore;Beinhaltet alle Plattform ODX Komponenten;Contains all plattform ODX components
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;rba_SecMcuCtrl;Steuermodul für die Programmierung von sekundären CPUs;Control modul for programming of secondary CPUs
